"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value"
"CHEMBL140611";"";"None";"289.44";"0";"4.31";"92";"CCCCC(=O)NCCc1csc2ccc(CC)cc12";"IC50";"'='";"630.96";"nM";"6.20";"";"";"UO_0000065";"21.42";"0.42";"1.89";"21.31";"0";"CHEMBL856174";"Melatonin receptor type 1A binding affinity measured using 2-[125I]iodomelatonin on ovine pars tuberalis membrane homogenates.";"B";"BAO_0000019";"assay format";"Ovis aries";"None";"None";"None";"None";"";"";"";"CHEMBL1945";"Melatonin receptor 1A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131168";"1";"Scientific Literature";"J Med Chem";"1998";"None";"";"";""
"CHEMBL7875";"";"None";"293.37";"0";"4.76";"58";"CCCC(=O)Nc1ccc(Cc2cccc3occc23)cc1";"Ki";"'='";"92.0";"nM";"7.04";"";"";"UO_0000065";"23.98";"0.44";"2.28";"16.66";"0";"CHEMBL713258";"Binding affinity towards human melatonin receptor type 1A";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1945";"Melatonin receptor 1A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146665";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";"";""
"CHEMBL45";"MELATONIN";"4.0";"232.28";"0";"1.86";"MLT";"COc1ccc2[nH]cc(CCNC(C)=O)c2c1";"Activity";"";"";"";"";"";"Agonist";"";"";"";"";"";"0";"CHEMBL713261";"Inhibitory activity against human Melatonin receptor type 1A; agonist";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1945";"Melatonin receptor 1A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131096";"1";"Scientific Literature";"J Med Chem";"1998";"None";"";"AGONIST";""
"CHEMBL329263";"";"None";"323.39";"0";"3.71";"10a";"COc1ccc2oc(Cc3ccccc3)c(CCNC(C)=O)c2c1";"Emax";"'='";"48.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL710855";"Efficacy of [35S]GTP-gamma-S, binding to Melatonin receptor type 1A expressed in Chinese hamster ovarian (CHO) cells";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1945";"Melatonin receptor 1A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135482";"1";"Scientific Literature";"J Med Chem";"2002";"CHEMBL3308072";"";"";""
"CHEMBL96333";"";"None";"321.42";"0";"4.26";"10m";"CCc1ccc2oc(Cc3ccccc3)c(CCNC(C)=O)c2c1";"Ki";"'='";"64.4";"nM";"7.19";"";"";"UO_0000065";"22.37";"0.41";"2.93";"17.02";"0";"CHEMBL714106";"Binding affinity on human melatonin receptor type 1A stably transfected in human embryonic kidney (HEK 293) using 2-[125I]iodomelatonin as radioligand.";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1945";"Melatonin receptor 1A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135482";"1";"Scientific Literature";"J Med Chem";"2002";"CHEMBL3307715";"";"";""
"CHEMBL10878";"AGOMELATINE";"4.0";"243.31";"0";"2.53";"1";"COc1ccc2cccc(CCNC(C)=O)c2c1";"Imax";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL1108338";"Antagonist activity at human MT1 receptor expressed in CHO cells assessed as inhibition of melatonin-induced response by [35S]GTPgamma binding assay relative to control";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1945";"Melatonin receptor 1A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157828";"1";"Scientific Literature";"Bioorg Med Chem";"2010";"CHEMBL3308072";"";"";""
"CHEMBL329979";"";"None";"308.38";"0";"3.32";"5f";"COc1cccc2c1cc(CCNC(C)=O)n2-c1ccccc1";"Ki";"'='";"87.1";"nM";"7.06";"";"";"UO_0000065";"22.89";"0.42";"3.74";"16.32";"0";"CHEMBL715956";"Binding affinity was measured against cloned human Melatonin receptor type 1A subtype stably expressed in rat fibroblasts NIH3T3 cells";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"NIH3T3";"None";"";"";"";"CHEMBL1945";"Melatonin receptor 1A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131096";"1";"Scientific Literature";"J Med Chem";"1998";"CHEMBL3307716";"";"";""
"CHEMBL329979";"";"None";"308.38";"0";"3.32";"5f";"COc1cccc2c1cc(CCNC(C)=O)n2-c1ccccc1";"Activity";"";"";"";"";"";"Partial agonist";"";"";"";"";"";"0";"CHEMBL715637";"Inhibitory activity against human Melatonin receptor type 1A; partial agonist";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1945";"Melatonin receptor 1A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131096";"1";"Scientific Literature";"J Med Chem";"1998";"None";"";"PARTIAL AGONIST";""
"CHEMBL329979";"";"None";"308.38";"0";"3.32";"5f";"COc1cccc2c1cc(CCNC(C)=O)n2-c1ccccc1";"Relative affinity";"'='";"400.0";"";"";"";"";"";"";"";"";"";"0";"CHEMBL715951";"IC50 to IC50 of Melatonin(MLT)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1945";"Melatonin receptor 1A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131096";"1";"Scientific Literature";"J Med Chem";"1998";"None";"";"";""
"CHEMBL1095504";"";"None";"485.58";"1";"5.54";"37";"CC(=O)NCCc1cccc2ccc(OCCCCOc3ccc4cccc(CC(=O)O)c4c3)cc12";"EC50";"'='";"3.14";"nM";"8.50";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1108339";"Agonist activity at human MT1 receptor expressed in CHO cells by [35S]GTPgamma binding assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1945";"Melatonin receptor 1A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157828";"1";"Scientific Literature";"Bioorg Med Chem";"2010";"CHEMBL3308072";"";"";""
"CHEMBL1094546";"";"None";"497.59";"1";"6.12";"42";"CC(=O)NCCc1cccc2ccc(OCCCCOc3ccc(-c4ccc(C(=O)O)cc4)cc3)cc12";"EC50";"'='";"26.1";"nM";"7.58";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1108339";"Agonist activity at human MT1 receptor expressed in CHO cells by [35S]GTPgamma binding assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1945";"Melatonin receptor 1A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157828";"1";"Scientific Literature";"Bioorg Med Chem";"2010";"CHEMBL3308072";"";"";""
"CHEMBL1094546";"";"None";"497.59";"1";"6.12";"42";"CC(=O)NCCc1cccc2ccc(OCCCCOc3ccc(-c4ccc(C(=O)O)cc4)cc3)cc12";"Imax";"'='";"50.8";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1108338";"Antagonist activity at human MT1 receptor expressed in CHO cells assessed as inhibition of melatonin-induced response by [35S]GTPgamma binding assay relative to control";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1945";"Melatonin receptor 1A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157828";"1";"Scientific Literature";"Bioorg Med Chem";"2010";"CHEMBL3308072";"";"";""
"CHEMBL1096991";"";"None";"564.68";"2";"6.48";"25";"CC(=O)NCCc1cccc2ccc(OCCCCOc3ccc4cccc(CCNC(=O)c5ccco5)c4c3)cc12";"Imax";"'='";"72.3";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1108338";"Antagonist activity at human MT1 receptor expressed in CHO cells assessed as inhibition of melatonin-induced response by [35S]GTPgamma binding assay relative to control";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1945";"Melatonin receptor 1A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157828";"1";"Scientific Literature";"Bioorg Med Chem";"2010";"CHEMBL3308072";"";"";""
"CHEMBL287560";"";"None";"309.37";"0";"3.79";"10q";"COc1ccc2oc(-c3ccccc3)c(CCNC(C)=O)c2c1";"Ki";"'='";"0.01";"nM";"11.00";"";"";"UO_0000065";"35.56";"0.65";"7.21";"21.37";"0";"CHEMBL714106";"Binding affinity on human melatonin receptor type 1A stably transfected in human embryonic kidney (HEK 293) using 2-[125I]iodomelatonin as radioligand.";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1945";"Melatonin receptor 1A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135482";"1";"Scientific Literature";"J Med Chem";"2002";"CHEMBL3307715";"";"";""
"CHEMBL96859";"";"None";"351.45";"0";"4.49";"20";"CCCC(=O)NCCc1c(Cc2ccccc2)oc2ccc(OC)cc12";"pC1";"'='";"2.483";"";"";"";"";"";"";"";"";"";"0";"CHEMBL713260";"Binding affinity against Melatonin receptor type 1A";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1945";"Melatonin receptor 1A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147462";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";"";""
"CHEMBL233945";"";"None";"336.44";"0";"3.92";"9b";"CCC(=O)NCCc1cn(C)c2c(-c3ccccc3)cc(OC)cc12";"Ki";"'='";"5888.44";"nM";"5.23";"";"";"UO_0000065";"15.55";"0.29";"1.31";"12.09";"0";"CHEMBL894558";"Displacement of 2[125I]iodomelatonin from human recombinant MT1 receptor expressed in NIH3T3 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"NIH3T3";"None";"";"";"";"CHEMBL1945";"Melatonin receptor 1A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1148025";"1";"Scientific Literature";"Bioorg Med Chem";"2007";"CHEMBL3307716";"";"";""
"CHEMBL233309";"";"None";"325.21";"0";"2.63";"7d";"COc1cc(Br)c2c(c1)c(CCNC(C)=O)cn2C";"Ki";"'='";"10.47";"nM";"7.98";"";"";"UO_0000065";"24.54";"0.57";"5.35";"18.45";"0";"CHEMBL894558";"Displacement of 2[125I]iodomelatonin from human recombinant MT1 receptor expressed in NIH3T3 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"NIH3T3";"None";"";"";"";"CHEMBL1945";"Melatonin receptor 1A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1148025";"1";"Scientific Literature";"Bioorg Med Chem";"2007";"CHEMBL3307716";"";"";""
"CHEMBL556908";"";"None";"329.44";"0";"2.55";"12b";"CCCC(=O)NCCc1c2n(c3ccc(OC)cc13)CCN(C)C2";"IC50";"'='";"3.14";"nM";"8.50";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1052329";"Agonist activity at human MT1 receptor expressed in CHO cells assessed as inhibition of forskolin-induced cAMP accumulation";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1945";"Melatonin receptor 1A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152952";"1";"Scientific Literature";"Bioorg Med Chem";"2009";"CHEMBL3308072";"";"";""
"CHEMBL563847";"";"None";"419.45";"0";"4.51";"20e";"COc1ccc2[nH]c(CN(C)c3ccc(C(F)(F)F)cc3)c(CCNC(C)=O)c2c1";"Ki";"'='";"111.0";"nM";"6.96";"";"";"UO_0000065";"16.58";"0.32";"2.44";"12.12";"0";"CHEMBL1052326";"Displacement of 2-[125I]iodomelatonin from human MT1 receptor expressed in CHO cells by gamma counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1945";"Melatonin receptor 1A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152952";"1";"Scientific Literature";"Bioorg Med Chem";"2009";"CHEMBL3308072";"";"";""
"CHEMBL138355";"";"None";"207.23";"0";"0.96";"82";"CC(=O)NCC1COc2ccccc2O1";"IC50";"'='";"1995.26";"nM";"5.70";"";"";"UO_0000065";"27.51";"0.52";"4.74";"11.98";"0";"CHEMBL856174";"Melatonin receptor type 1A binding affinity measured using 2-[125I]iodomelatonin on ovine pars tuberalis membrane homogenates.";"B";"BAO_0000019";"assay format";"Ovis aries";"None";"None";"None";"None";"";"";"";"CHEMBL1945";"Melatonin receptor 1A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131168";"1";"Scientific Literature";"J Med Chem";"1998";"None";"";"";""
"CHEMBL1802026";"";"None";"287.36";"0";"1.90";"4e";"CCC(=O)NCCc1c(CC)nn2ccc3c(c12)CCO3";"Ki";"'='";"0.039";"nM";"10.41";"";"";"UO_0000065";"36.22";"0.68";"8.51";"18.71";"0";"CHEMBL1803861";"Displacement of 2-[125I]iodomelatonin from human MT1 receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1945";"Melatonin receptor 1A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1799975";"1";"Scientific Literature";"J Med Chem";"2011";"CHEMBL3308072";"";"";""
"CHEMBL287310";"";"None";"242.32";"0";"2.63";"27";"O=C(NCCc1c[nH]c2ccccc12)C1CCC1";"pRA1";"'='";"-3.78";"";"";"";"";"";"";"";"";"";"0";"CHEMBL712571";"Relative Binding Affinity (pRA1) to cloned human Melatonin receptor type 1A, stably expressed in NIH3T3 rat fibroblast cells, determined using 2-[125I]iodomelatonin";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"NIH3T3";"None";"";"";"";"CHEMBL1945";"Melatonin receptor 1A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136758";"1";"Scientific Literature";"J Med Chem";"2003";"CHEMBL3307716";"";"";""
"CHEMBL207625";"";"None";"314.43";"0";"3.52";"12c";"CCCC(=O)NCC1(c2cn(C)c3ccc(OC)cc23)CCC1";"Activity";"";"";"";"";"";"Not Active";"";"";"";"";"";"0";"CHEMBL866359";"Activity at MT1 receptor expressed in NIH3T3 cells assessed as inhibition of forskolin-stimulated cAMP synthesis at 1 uM";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"NIH3T3";"None";"";"";"";"CHEMBL1945";"Melatonin receptor 1A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1148634";"1";"Scientific Literature";"J Med Chem";"2006";"CHEMBL3307716";"";"";""
"CHEMBL218709";"";"None";"321.42";"0";"4.04";"18e";"COc1cccc(/C(=C\CNC(=O)C2CCC2)c2ccccc2)c1";"Intrinsic activity";"'='";"-0.04";"";"";"";"";"";"";"";"";"";"0";"CHEMBL911025";"Intrinsic activity at human MT1 receptor expressed in NIH3T3 cells assessed as stimulation of [35S]GTPgammaS binding relative to MLT";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"NIH3T3";"None";"";"";"";"CHEMBL1945";"Melatonin receptor 1A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137301";"1";"Scientific Literature";"J Med Chem";"2006";"CHEMBL3307716";"";"";""
"CHEMBL220136";"";"None";"297.40";"0";"3.55";"9c";"CCC(=O)NCC(Cc1ccccc1)c1cccc(OC)c1";"Intrinsic activity";"'='";"-0.13";"";"";"";"";"";"";"";"";"";"0";"CHEMBL911025";"Intrinsic activity at human MT1 receptor expressed in NIH3T3 cells assessed as stimulation of [35S]GTPgammaS binding relative to MLT";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"NIH3T3";"None";"";"";"";"CHEMBL1945";"Melatonin receptor 1A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137301";"1";"Scientific Literature";"J Med Chem";"2006";"CHEMBL3307716";"";"";""
"CHEMBL96562";"";"None";"392.28";"1";"5.02";"10h";"COc1ccc2oc(Cc3c(Cl)cccc3Cl)c(CCNC(C)=O)c2c1";"Ki";"'='";"84.5";"nM";"7.07";"";"";"UO_0000065";"18.03";"0.37";"2.05";"13.74";"0";"CHEMBL714106";"Binding affinity on human melatonin receptor type 1A stably transfected in human embryonic kidney (HEK 293) using 2-[125I]iodomelatonin as radioligand.";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1945";"Melatonin receptor 1A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135482";"1";"Scientific Literature";"J Med Chem";"2002";"CHEMBL3307715";"";"";""
"CHEMBL45";"MELATONIN";"4.0";"232.28";"0";"1.86";"I; Melatonin";"COc1ccc2[nH]cc(CCNC(C)=O)c2c1";"Ki";"'='";"0.25";"nM";"9.60";"";"";"UO_0000065";"41.34";"0.77";"7.74";"17.74";"1";"CHEMBL3768199";"Displacement of [125I]2-Iodomelatonin from human MT1 receptor expressed in HEK293 cells after 120 mins by radioligand competition assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1945";"Melatonin receptor 1A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3763094";"1";"Scientific Literature";"Eur J Med Chem";"2016";"CHEMBL3307715";"";"";""
"CHEMBL99002";"";"None";"336.44";"0";"3.77";"5j";"CCC(=O)NCCc1cc2c(OC)cccc2n1Cc1ccccc1";"pRA";"'='";"-3.52";"";"";"";"";"";"";"";"";"";"0";"CHEMBL715957";"Negative logarithm of relative affinity against human Melatonin receptor type 1A";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1945";"Melatonin receptor 1A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131096";"1";"Scientific Literature";"J Med Chem";"1998";"None";"";"";""
"CHEMBL19441";"";"None";"302.42";"0";"3.35";"24";"CC(C)C(=O)NC[C@@H]1C[C@H]1c1cccc2c1OC(C(C)C)N2";"Ki";"'='";"1.3";"nM";"8.89";"";"";"UO_0000065";"29.38";"0.55";"5.54";"17.65";"0";"CHEMBL715944";"Binding of 2-[125I]iodomelatonin to membrane preparations of NIH3T3 cells stably expressing human Melatonin receptor type 1A";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"NIH3T3";"None";"";"";"";"CHEMBL1945";"Melatonin receptor 1A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147593";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"CHEMBL3307716";"";"";""
"CHEMBL9600";"";"None";"360.46";"0";"4.14";"41";"CCOc1ccc2c(c1)c(CCNC(=O)C1CC1)c1n2Cc2ccccc2-1";"pRA1";"'='";"-2.55";"";"";"";"";"";"";"";"";"";"0";"CHEMBL712571";"Relative Binding Affinity (pRA1) to cloned human Melatonin receptor type 1A, stably expressed in NIH3T3 rat fibroblast cells, determined using 2-[125I]iodomelatonin";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"NIH3T3";"None";"";"";"";"CHEMBL1945";"Melatonin receptor 1A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136758";"1";"Scientific Literature";"J Med Chem";"2003";"CHEMBL3307716";"";"";""
"CHEMBL3329387";"";"None";"223.70";"0";"2.64";"4d";"Oc1cc2c(cc1Cl)CC1CCCNC21";"Ki";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3378363";"Displacement of 2-[125I]iodomelatonin from human MT1 receptor stably transfected in HEK293 cells after 120 mins by scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1945";"Melatonin receptor 1A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3351400";"1";"Scientific Literature";"Eur J Med Chem";"2014";"CHEMBL3307715";"";"";""
"CHEMBL273897";"";"None";"318.42";"0";"3.93";"43";"CCC(=O)NCCc1c2n(c3ccccc13)CCc1ccccc1-2";"pRA1";"'='";"-2.35";"";"";"";"";"";"";"";"";"";"0";"CHEMBL712571";"Relative Binding Affinity (pRA1) to cloned human Melatonin receptor type 1A, stably expressed in NIH3T3 rat fibroblast cells, determined using 2-[125I]iodomelatonin";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"NIH3T3";"None";"";"";"";"CHEMBL1945";"Melatonin receptor 1A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136758";"1";"Scientific Literature";"J Med Chem";"2003";"CHEMBL3307716";"";"";""
"CHEMBL33006";"";"None";"325.21";"0";"2.94";"12";"CCC(=O)NCCn1c(Br)cc2ccc(OC)cc21";"Intrinsic activity";"'='";"0.95";"";"";"";"";"";"";"";"";"";"0";"CHEMBL714101";"Relative Intrinsic activity evaluated on [35S]GTP-gamma-S, binding in NIH3T3 cells stably transfected with human Melatonin receptor type 1A";"F";"BAO_0000219";"cell-based format";"None";"None";"None";"NIH3T3";"None";"";"";"";"CHEMBL1945";"Melatonin receptor 1A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136758";"1";"Scientific Literature";"J Med Chem";"2003";"CHEMBL3307716";"";"";""
"CHEMBL287339";"";"None";"321.22";"0";"3.39";"28";"O=C(NCCc1c(Br)[nH]c2ccccc12)C1CCC1";"Intrinsic activity";"'='";"0.17";"";"";"";"";"";"";"";"";"";"0";"CHEMBL714101";"Relative Intrinsic activity evaluated on [35S]GTP-gamma-S, binding in NIH3T3 cells stably transfected with human Melatonin receptor type 1A";"F";"BAO_0000219";"cell-based format";"None";"None";"None";"NIH3T3";"None";"";"";"";"CHEMBL1945";"Melatonin receptor 1A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136758";"1";"Scientific Literature";"J Med Chem";"2003";"CHEMBL3307716";"";"";""
"CHEMBL287560";"";"None";"309.37";"0";"3.79";"75 (table 6)";"COc1ccc2oc(-c3ccccc3)c(CCNC(C)=O)c2c1";"Intrinsic activity";"'='";"0.97";"";"";"";"";"";"";"";"";"";"0";"CHEMBL714101";"Relative Intrinsic activity evaluated on [35S]GTP-gamma-S, binding in NIH3T3 cells stably transfected with human Melatonin receptor type 1A";"F";"BAO_0000219";"cell-based format";"None";"None";"None";"NIH3T3";"None";"";"";"";"CHEMBL1945";"Melatonin receptor 1A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136758";"1";"Scientific Literature";"J Med Chem";"2003";"CHEMBL3307716";"";"";""
"CHEMBL275529";"";"None";"348.45";"0";"3.94";"50";"COc1ccc2c(c1)c(CCNC(C)=O)c1n2CCCc2ccccc2-1";"pRA1";"'='";"-2.62";"";"";"";"";"";"";"";"";"";"0";"CHEMBL712571";"Relative Binding Affinity (pRA1) to cloned human Melatonin receptor type 1A, stably expressed in NIH3T3 rat fibroblast cells, determined using 2-[125I]iodomelatonin";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"NIH3T3";"None";"";"";"";"CHEMBL1945";"Melatonin receptor 1A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136758";"1";"Scientific Literature";"J Med Chem";"2003";"CHEMBL3307716";"";"";""
"CHEMBL15060";"";"None";"308.38";"0";"3.52";"4";"COc1ccc2[nH]c(-c3ccccc3)c(CCNC(C)=O)c2c1";"Intrinsic activity";"'='";"0.96";"";"";"";"";"";"";"";"";"";"0";"CHEMBL714101";"Relative Intrinsic activity evaluated on [35S]GTP-gamma-S, binding in NIH3T3 cells stably transfected with human Melatonin receptor type 1A";"F";"BAO_0000219";"cell-based format";"None";"None";"None";"NIH3T3";"None";"";"";"";"CHEMBL1945";"Melatonin receptor 1A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136758";"1";"Scientific Literature";"J Med Chem";"2003";"CHEMBL3307716";"";"";""
"CHEMBL286219";"";"None";"306.41";"0";"3.83";"24";"CCC(=O)NCCc1c(Cc2ccccc2)[nH]c2ccccc12";"pRA1";"'='";"-3.08";"";"";"";"";"";"";"";"";"";"0";"CHEMBL712571";"Relative Binding Affinity (pRA1) to cloned human Melatonin receptor type 1A, stably expressed in NIH3T3 rat fibroblast cells, determined using 2-[125I]iodomelatonin";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"NIH3T3";"None";"";"";"";"CHEMBL1945";"Melatonin receptor 1A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136758";"1";"Scientific Literature";"J Med Chem";"2003";"CHEMBL3307716";"";"";""
"CHEMBL1094212";"";"None";"483.61";"1";"5.92";"43";"CC(=O)NCCc1cccc2ccc(OCCCCOc3ccc(-c4ccc(CO)cc4)cc3)cc12";"Ki";"'='";"0.09";"nM";"10.05";"";"";"UO_0000065";"20.77";"0.38";"4.13";"14.82";"0";"CHEMBL1108334";"Displacement of 2-[125I]iodomelatonin from human MT1 receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1945";"Melatonin receptor 1A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157828";"1";"Scientific Literature";"Bioorg Med Chem";"2010";"CHEMBL3308072";"";"";""
"CHEMBL59";"DOPAMINE";"4.0";"153.18";"0";"0.60";"dopamine";"NCCc1ccc(O)c(O)c1";"Ki";"'='";"7100.0";"nM";"5.15";"";"";"UO_0000065";"33.61";"0.64";"4.55";"7.74";"0";"CHEMBL715947";"Displacement of 2-[125I]iodomelatonin from human Melatonin receptor type 1A expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1945";"Melatonin receptor 1A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1130532";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1997";"CHEMBL3308072";"";"";""
"CHEMBL1095504";"";"None";"485.58";"1";"5.54";"37";"CC(=O)NCCc1cccc2ccc(OCCCCOc3ccc4cccc(CC(=O)O)c4c3)cc12";"Ki";"'='";"9.1";"nM";"8.04";"";"";"UO_0000065";"16.56";"0.31";"2.50";"9.48";"0";"CHEMBL1108334";"Displacement of 2-[125I]iodomelatonin from human MT1 receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1945";"Melatonin receptor 1A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157828";"1";"Scientific Literature";"Bioorg Med Chem";"2010";"CHEMBL3308072";"";"";""
